,,,,,,,,,,,,,,,,,,,,,
,,,Nomor,Nama Lokasi,Koordinat,Gambar ISP,Gambar Tiang Penuh,Gambar JB,Link ISP,Link Tiang,,,,,,,,,,,
,,,10,Depan bengkel usaha karya motor,"-7.1386877, 110.4340245",isp 10.jpg,tiang 10.jpg,-,https://drive.google.com/file/d/12cGoqzJSgBlb09f6gSGhc7bvZuyv5kSw/view?usp=drive_link,https://drive.google.com/file/d/1Tp35j1CZhuzp2OUqjgDnME-SONy94wW8/view?usp=drive_link,-,,9,Warung gunung ,"-7.1283353,110.3960977",7 isp alun lama kecamatan ungaran barat.heic,10 tiang alun lama kecamatan ungaran barat.heic,-,https://drive.google.com/file/d/1jBW5iQO3UVIytGFgu8qvbRRog27MBCR0/view?usp=drive_link,https://drive.google.com/file/d/1p1wBsmHEYNtHwG3-54d3wSOZDf_JD1XF/view?usp=drive_link,-
,,,11,Seberang SD Al-Madinah ,"-7.1386474, 110.4330005",-,tiang 11.jpg,jb 11.jpg,-,https://drive.google.com/file/d/1M7au27Xe_KjMq3lU9kMwXB2PzggXOtux/view?usp=drive_link,https://drive.google.com/file/d/1cNd_cPmz3l7yxZYJ9lVyZO1jMx28OJqm/view?usp=drive_link,,10,Warung bu asih ,"-7.1291361,110.3940975",8 isp alun lama kecamatan ungaran barat.heic,11 tiang alun lama kecamatan ungaran barat.heic,-,https://drive.google.com/file/d/1q6pESL6656c7aoiKQmQxIJW5Vx1-FiNf/view?usp=drive_link,https://drive.google.com/file/d/1a-RnVqWnJhTiJCrmR5iKsBx_fd2U3uLI/view?usp=drive_link,-
,,,12,Depan kevin cell 2,"-7.1386012, 110.4321768",isp 12.jpg,tiang 12.jpg,-,https://drive.google.com/file/d/1BS8dQAp6nhpQ6Cr1bQrPrVPhu53r6FPl/view?usp=drive_link,https://drive.google.com/file/d/1Btlh_fPWFcSfsInt0KsQPrcs2ahUPjTv/view?usp=drive_link,-,,11,Sebrang masjid al hikmah ,"-7.1291015,110.3928700",9 alun lama kecamatan ungaran barat.heic,12 tiang alun lama kecamatan ungaran barat.heic,5 jb alun lama kecamatan ungaran barat.heic,https://drive.google.com/file/d/1oNPF30Uf8oObkl95gdwbuo-Dy3WjlfYd/view?usp=drive_link,https://drive.google.com/file/d/1MEvAHbHMA_tL-laCnf90frio-G21pxhF/view?usp=drive_link,https://drive.google.com/file/d/1Y_nR88-POte-wZH_09aPpqKAsY2n7d_A/view?usp=drive_link
,,,13,Depan pinusian park,"-7.1385539, 110.4309413",-,tiang 13.jpg,jb 13.jpg,-,https://drive.google.com/file/d/1fcAwGxkYfxB73GrnJeMsQQzmncNMJCW1/view?usp=drive_link,https://drive.google.com/file/d/1-mzFzkOSvAAbcsgyYHoGgrnR6wd4aHQ7/view?usp=drive_link,,12,Berkah bensin,"-7.1291258,110.3917391",-,13 tiang alun lama kecamatan ungaran barat.heic,-,-,https://drive.google.com/file/d/14rrSHyVHeIVbT_Zih1tL3e1n22lH5zTs/view?usp=drive_link,-
,,,14,Depan telur asin kalirejo,"-7.1385955, 110.4292019",isp 14.jpg,tiang 14.jpg,jb 14.jpg,https://drive.google.com/file/d/1OYLpSjgxI43RB6acm3vhPL-SzEVgoFnj/view?usp=drive_link,https://drive.google.com/file/d/1NF36HCS84nKvAwmp6Y3XVc36MJvdYxet/view?usp=drive_link,https://drive.google.com/file/d/1ukAYk5LCVS53CIYXrsmjKkDKtaMj1GWw/view?usp=drive_link,,13,Dugampat ,"-7.1293893,110.3910193",-,14 tiang alun lama kecamatan ungaran barat.heic,-,-,https://drive.google.com/file/d/1KBc4XMhKpb-4QtMSl3j6onCTE9U04FFk/view?usp=drive_link,-
,,,15,Depan kebon,"-7.1384448, 110.4290262",-,tiang 15.jpg,jb 15.jpg,-,https://drive.google.com/file/d/1pmH-0thjAjYaDqNsvUiG2VSxVFCZXrJz/view?usp=drive_link,https://drive.google.com/file/d/1B14EH-wIXA_zXFRxzHVuHbazlRIfbEBW/view?usp=drive_link,,14,Dekat pemakaman dusun soka ,"-7.1297519, 110.3897848",-,15 tiang alun lama kecamatan ungaran barat.heic,-,-,https://drive.google.com/file/d/1UiPpqB2KsAT8Bh2Q-7Eaeq8eaGtn8P7x/view?usp=drive_link,-
,,,16,Pertigaan darwati,"-7.1367069, 110.4275530",isp 16.jpg,tiang 16.jpg,-,https://drive.google.com/file/d/1L5gidXiJMQObzc6uQrhW4L4riMgPM0t6/view?usp=drive_link,https://drive.google.com/file/d/17Nw8sgPz1NrMzaaDZlvJA5vza8te1kur/view?usp=drive_link,-,,15,Watu gunung,"-7.1295682,110.3886274",10 isp alun alun lama to kecamatan ungaran barat.jpg,16 tiang alun lama kecamatan ungaran barat.heic,7 jb alun alun lama to kecamatan ungaran barat.jpg,https://drive.google.com/file/d/1PeUAX4nV3bqNmg-00BHJa_5TZ-QJNe_r/view?usp=drive_link,https://drive.google.com/file/d/1gSn2g9fkP1Jy7r7FfQaOTCC0W0kLb0ON/view?usp=drive_link,https://drive.google.com/file/d/1EfFlBYKxWwHbtSIycZxG5zU4sjTglYe3/view?usp=drive_link
,,,17,Seberang Mushola Laidatul Minal,"-7.1352824, 110.4255242",isp 17.jpg,tiang 17.jpg,-,https://drive.google.com/file/d/1eSBt2FcNDInQGv1OC_PTOc2VYorxCUxW/view?usp=drive_link,https://drive.google.com/file/d/1VVjN_ym6n89cBWzhNii-tLhzQaNjW_4A/view?usp=drive_link,-,,16,Kantor kecamatan ungaran barat ,"-7.1291946,110.3867070",11 isp alun lama kecamatan ungaran barat.heic,17 tiang alun lama kecamatan ungaran barat.heic,8jb alun alun lama to kecamatan ungaran barat.png,https://drive.google.com/file/d/1chUvOYxcgc_uvOtGKb5BPXnLfCTEg5-M/view?usp=drive_link,https://drive.google.com/file/d/1MkNpcBhXXV4eyF_AwTLMmM9rzuXpNHzn/view?usp=drive_link,https://drive.google.com/file/d/1IJoSvA2sohAQXEsCUINiKzAkNkib4bvq/view?usp=drive_link
,,,18,Sebelah FC Nggateli,"-7.1353542, 110.4253817",isp 18.jpg,tiang 18.jpg,-,https://drive.google.com/file/d/1UqnLdy4K0WwVjbEIl2txc8flTVXOSFpf/view?usp=drive_link,https://drive.google.com/file/d/11gfPM-TiOjqu_7qmT8NLdMZ1UJFvWjB4/view?usp=drive_link,-,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Nomor,Nama Lokasi,Koordinat,Gambar ISP,Gambar Tiang Penuh,Gambar JB,Link ISP,Link Tiang,Link JB
,,,Nomor,Nama Lokasi,Koordinat,Gambar ISP,Gambar Tiang Penuh,Gambar JB,Link ISP,Link Tiang,Link JB,,1,RSUD gondo Suwarno," -7.1391235,110.4052917",1 isp rsud masuk to terminal.heic,1 tiang rsud masuk to terminal.heic,1 jb rsud masuk to terminal.heic,https://drive.google.com/file/d/1GjRW6RIzBwCMoLctkax9c6Idv-AjfQAX/view?usp=drive_link,https://drive.google.com/file/d/12gjIyZ-Z7b5LJd6Bo7haCoCyodaYcwzD/view?usp=drive_link,https://drive.google.com/file/d/1OXv3c1tlw-VbDXwDkVHgQFj5dWEETcWE/view?usp=drive_link
,,,1,Depan polsek bergas,"-7.1858053,110.4274303",1 isp polsek bergas masuk to ngempun.heic,1 tiang polsek bergas masuk to ngempun.heic,1 jb polsek bergas masuk to ngempun .heic,https://drive.google.com/file/d/11z1Oa_-QZPmagsKbSYtRyhjg9RtZ_isM/view?usp=drive_link,https://drive.google.com/file/d/15kSOADtKZXpMJGJYLv3i4I-iYRZYjFcz/view?usp=drive_link,https://drive.google.com/file/d/1JM952KeMhrlBocOpgzLGehiXXAF5hOCX/view?usp=drive_link,,2,Watu lumpang,"-7.1387173,110.4040106",-,2 tiang rsud masuk to terminal.heic,2 jb rsud masuk to terminal.heic,-,https://drive.google.com/file/d/1xSgi19_JmalKlbB2mC5Troddttl4atQ2/view?usp=drive_link,https://drive.google.com/file/d/17FcKFukWlm81gQkCL-Lg5Yy9DloiMQJs/view?usp=drive_link
,,,2,Bakso simpatik," -7.1859207,110.4281813",2 isp polsek bergas masuk to ngempun.heic,2 tiang polsek bergas masuk to ngempun.heic,-,https://drive.google.com/file/d/1zN_0ucwS-8cETuVHmj7XrHV0UgzoSkeY/view?usp=drive_link,https://drive.google.com/file/d/1qO39A09Mfya5b9MWz6_ANAgRjoqmhG1b/view?usp=drive_link,-,,3,Baznas,"-7.1378038,110.4036072",2 isp rsud masuk to terminal.heic,3 tiang rsud masuk terminal.heic,-,https://drive.google.com/file/d/1pc0tecmlBcwHM3vCwLheSgh9CoBoiwdb/view?usp=drive_link,https://drive.google.com/file/d/1MVOwWNUloRj_pnPAhJbLi_8oqjV9-TtP/view?usp=sharing,-
,,,3,Goo apotek," -7.1860362,110.4290024",3 isp polsek bergas masuk to ngempun.heic,3 tiang polsek bergas masuk to ngempun.heic,2 jb polsek bergas masuk to ngempun.heic,https://drive.google.com/file/d/1LB8pZozojmWGYm1hjVNRCNl7DR1InQAF/view?usp=drive_link,https://drive.google.com/file/d/1E2FJ9ddqsakNrjQ_qdUPIZYNxfDjpUTS/view?usp=drive_link,https://drive.google.com/file/d/1PkdoP5IVFG9Brso-Hf0iWNk-4aJlFP1d/view?usp=drive_link,,4,Warnet dester,"-7.1366823,110.4034815",3 isp rsud masuk to terminal.heic,4 tiang rsud to terminal.heic,-,https://drive.google.com/file/d/1cXmWwethSl9XxlSojebdDD9QtjwQAH1q/view?usp=drive_link,https://drive.google.com/file/d/1dEoH-OM1I2d6-Uya3lNu69NtV-y1H1kX/view?usp=drive_link,-
,,,4,Fotokopi anugrah,"-7.1861010,110.4296297",4 isp polsek bergas masuk to ngempun.heic,4 tiang polsek bergas masuk to ngempun.heic,-,https://drive.google.com/file/d/1cxpiGwMGQaWiNVnvpvf6Al87KpaCJG4m/view?usp=drive_link,https://drive.google.com/file/d/1AHez06_UoDxpfGTc8pW9yKl0gnGxNiUm/view?usp=drive_link,-,,5,Dpd geram,"-7.1359438,110.4034151",-,5 tiang rsud masuk to terminal.heic,3 jb rsud masuk to terminal.heic,-,https://drive.google.com/file/d/1-CO5hYm6QprsjUOxDODgexk0Y-ZNixCd/view?usp=drive_link,https://drive.google.com/file/d/1GzuWiT-sRy6eatWiDILFvvpZXnRLUhRg/view?usp=drive_link
,,,5,Prima freshmart," -7.1861918,110.4303079",5 isp polsek bergas masuk to ngempun.heic,5 tiang polsek bergas masuk to ngempun.heic,3 jb polsek bergas masuk to ngempun.heic,https://drive.google.com/file/d/1T7COBAbwxCZ1CW89k0yt-fM_Y9F7Bsra/view?usp=drive_link,https://drive.google.com/file/d/16_H8DYmmF4r2OvW-Ow-ADGePyPDaeTbh/view?usp=drive_link,https://drive.google.com/file/d/1YYnU6iLQPrX6vdItg1rby4Lw-dviguw8/view?usp=drive_link,,6,Belakang istiqomah,"-71341280,110.4031660
",4 isp rsud masuk to terminal.heic,6 tiang rsud masuk to terminal.heic,-,https://drive.google.com/file/d/1CXtapeqKHIbHj0FSMJbuK4_l-toxtBpv/view?usp=drive_link,https://drive.google.com/file/d/1dsdptkQ_ZexI-QZ9RWrH6MauR1QJeVxW/view?usp=drive_link,-
,,,6,Toserba,"-7.1862141,110.4307877",6 isp polsek bergas masuk to ngempun.heic,6 tiang polsek bergas masuk to ngempun.heic,-,https://drive.google.com/file/d/1VvC8vqwLITMIatjeTEDR3LjskxhUwbAR/view?usp=drive_link,https://drive.google.com/file/d/1RmedYt5AQimI0I0sdErWcVJ7e1W1g1kr/view?usp=drive_link,-,,7,Lampu merah ungaran square,"-7.1334383,110.4027429
",-,7 tiang rsud masuk to terminal.heic,4 jb rsud masuk to terminal.heic,-,https://drive.google.com/file/d/1EhoPs9hwxwY4EzTjsA8kRXUT8a9Rdeav/view?usp=drive_link,https://drive.google.com/file/d/1PJ3IQTgsRBTSjJp2Apx6uRkgz1F67fLs/view?usp=drive_link
,,,7,Puskeswan,"-7.1862511,110.4316172",7 isp polsek bergas masuk to ngempun.heic,7 tiang polsek bergas masuk to ngempun.heic,4 jb polsek bergas masuk to ngempun.heic,https://drive.google.com/file/d/1YYa0cstCbO5bTvLunTWiVrA64nQBPQ9j/view?usp=drive_link,https://drive.google.com/file/d/1LkO0zlYDEKlf0Tpv_WLMi0NuZ4Z962Ej/view?usp=drive_link,https://drive.google.com/file/d/1rl29wnM-csSvtEpeCf3KExIPdGlqulkm/view?usp=drive_link,,8,Depan klinik rahayu," -7.1315953,110.4029213",5 isp rsud masuk to terminal.heic,8 tiang rsud masuk to terminal.heic,-,https://drive.google.com/file/d/1SIXlOtdl6ac6gyfxMmigOE9Bi0tCQ_kN/view?usp=drive_link,https://drive.google.com/file/d/1CW0LPiuW8bF4mTLONyjOevmedYUqzEEf/view?usp=drive_link,-
,,,8,Pt kamaltex,"-7.1862454,110.4318841",8 isp polsek bergas masuk to ngempun.heic,8 tiang polsek bergas masuk to ngempun.heic,5 jb polsek bergas masuk to ngempun.heic,https://drive.google.com/file/d/1nioLm-COcM9RDy48N86XoCBjkewf6_6Q/view?usp=drive_link,https://drive.google.com/file/d/1a7qpjOUos9XhGHzyPYIzZtBEzRaHdwXt/view?usp=drive_link,https://drive.google.com/file/d/1YRSxa9rXsnaaUs3nobOLxFbCcLQ0CzpO/view?usp=drive_link,,9,Depan kopi tarik,"-7.1313431,110.4030547",-,9 tiang rsud masuk to terminal.heic,5 jb rsud masuk to terminal.heic,-,https://drive.google.com/file/d/1Q_sfFNWwtMmVz0xGWH_ZvxOoLh5x8hGV/view?usp=drive_link,https://drive.google.com/file/d/17b7jEmFuCc7bAXgK65DiyEUpQWSMJtmN/view?usp=drive_link
,,,9,F2 celullar,"-7.1864220,110.4337858",9 isp polsek bergas masuk to ngempun.heic,9 tiang polsek bergas masuk to ngempun.heic,,https://drive.google.com/file/d/1ZSOrqxySZE-dNF_9QBq16BHtkTm4NT45/view?usp=drive_link,https://drive.google.com/file/d/1uog0ryTisDhUBKE-KPt7gB--qayZfZvc/view?usp=drive_link,,,10,Belakang polsek," -7.1300490,110.4028860",6 isp rsud masuk to terminal.heic,10 tiang rsud masuk to terminal.heic,6 jb rsud masuk to terminal.heic,https://drive.google.com/file/d/1g3qB31YTRcxTNUDqy8c3ChfFXYF8yHEf/view?usp=drive_link,https://drive.google.com/file/d/12T7i7JNrKz9DJLlPQz1xOjh4XampXuj6/view?usp=drive_link,https://drive.google.com/file/d/1BV0tuegXOwaWSLCXcf_o9TIrE6QV9tD8/view?usp=drive_link
,,,10,Sayur segar berkah abadi," -7.1862254,110.4351054",-,10 tiang polsek bergas masuk to ngempun.heic,6 jb polsek bergas masuk to ngempun.heic,-,https://drive.google.com/file/d/1I2MXUXReny7axxpD3O_myyAtXoXP-BUR/view?usp=drive_link,https://drive.google.com/file/d/1_cgGhWuC1iYYPNFKnclcNcLa841J1Wky/view?usp=drive_link,,11,Belakang kantor bupati,"-7.1293733,110.4029514",7 isp rsud masuk to terminal.heic,11 tiang rsud masuk to terminal.heic,-,https://drive.google.com/file/d/1Gvudh45UpFzDJtP1yN8CdzFsoZ0NBtRj/view?usp=drive_link,https://drive.google.com/file/d/1QoIZuQhlVg-mMPVHocW_vE0959QrYy8n/view?usp=drive_link,-
,,,11,Mas budi,"-71858219,110.4368589",-,11 tiang polsek bergas masuk to ngempun.heic,7 jb polsek bergas masuk to ngempun.heic,-,https://drive.google.com/file/d/1fROZt_qB1gtdCHgPoQdVc0hlCVHcvtcP/view?usp=sharing,https://drive.google.com/file/d/1uPeTeYhmr0rMc9tdRpMe4qhRSTN5rk6p/view?usp=drive_link,,12,Depan perpusda,"-7.1269354,110.4035895",8 isp rsud masuk to terminal.heic,12 tiang rsud masuk to terminal.heic,-,https://drive.google.com/file/d/1_KOoblvJpVa9WwjBG8GoC3Ny8hOreyw_/view?usp=drive_link,https://drive.google.com/file/d/1i0Wn1IbRSyeiTPI7mdVZhH9Ii_YTpy9x/view?usp=drive_link,-
,,,12,Kantor spx,"-7.1854989,110.4381786",10 isp polsek bergas masuk to ngempun.heic,12 tiang polsek bergas masuk to ngempun.heic,-,https://drive.google.com/file/d/10MVmvNUwKEaXwWAjEgdDAfsWmn-ZynIT/view?usp=drive_link,https://drive.google.com/file/d/1daPexnlZaGJkOVJLMWpVZN4qDF6GHHk0/view?usp=drive_link,-,,13,Al manshur,"-7.1261659,110.4036746",-,13 tiang rsud masuk to terminal.heic,7 jb rsud masuk to terminal.heic,-,https://drive.google.com/file/d/1vCkYxv_7c59NrfaN9KBC5xriTD2Ij8qP/view?usp=drive_link,https://drive.google.com/file/d/1oPmd7Y0noGzuOcrTspa-UJ18Vl3g_g8X/view?usp=drive_link
,,,13,Bebek goreng tiara,"-7.1852481,110.4392618
",11 isp polsek bergas masuk to ngempun.heic,13 tiang polsek bergas masuk to ngempun.heic,-,https://drive.google.com/file/d/1GjquP-Gdqi9pKhNy3ojZSf3y9gaMor36/view?usp=drive_link,https://drive.google.com/file/d/1xepRceQ__9md8Xje7yuuOSMjUrrs8JaB/view?usp=drive_link,-,,14,Depan indomaret kluwihan,"-7.1252972,110.4037799",9 isp rsud masuk to terminal.heic,14 tiang rsud masuk to terminal.heic,-,https://drive.google.com/file/d/1iJtDwH-cavRFHrIgn7mhUdxvvXASj82c/view?usp=drive_link,https://drive.google.com/file/d/1_7HV-TXTY4Mzu-sFTnmVEuCkAnyOxVzH/view?usp=drive_link,-
,,,14,Sd ngempon 2,"-7.1851826,110.4395421
",,14 tiang polsek bergas masuk to ngempun.heic,8 jb polsek bergas masuk to ngempun.heic,-,https://drive.google.com/file/d/1Nsk14qAWv0-17Wco7t0kj2Jhjye4hoe7/view?usp=drive_link,https://drive.google.com/file/d/1mdc4017nuR8paHImpVUndiVOqOePfJYy/view?usp=drive_link,,15,Depan toko fajar kencana,"-7.1237772,110.4037112",10 isp rsud masuk to terminal.heic,15 tiang rsud to terminal.heic,-,https://drive.google.com/file/d/1ndhVNdeSkxxbwM9nWpC7rKAXlxHze5De/view?usp=drive_link,https://drive.google.com/file/d/1Y5B0SjfdqmRde1mJe2saWD2ejB-KPeqd/view?usp=drive_link,-
,,,15,Lapangan kel ngempon,"-7.1847625,110.4400766",12 isp polsek bergas masuk to ngempun.heic,15 tiang polsek bergas masuk to ngempun.heic,-,https://drive.google.com/file/d/17XESnSgfisnD3XyBleTqE2orsWTFclXA/view?usp=drive_link,https://drive.google.com/file/d/16jNqQfNyt9RfWKqNFtMJ4H0_JwqZYh6B/view?usp=drive_link,-,,16,Depan terminal ungaran,"-7.1204609,110.4038218",-,16 tiang rsud masuk to terminal.heic,8 jb rsud masuk to terminal.heic,-,https://drive.google.com/file/d/1msy7iBsOmqFFIpPt_6v0pamxVINGbs8_/view?usp=drive_link,https://drive.google.com/file/d/1vcr4YcF1ztkorrfSDPmE7BDmgsonkRxM/view?usp=drive_link
,,,16,Kantor kelurahan ngempon,"-7.1843666,110.4401342",,16 tiang polsek bergas masuk to ngempun.heic,9 jb polsek bergas masuk to ngempun.heic,-,https://drive.google.com/file/d/1YF2Dc0iIWt7KtTPftEqv0pJBAj9gYykl/view?usp=drive_link,https://drive.google.com/file/d/1hYwa5ymrkuX3p4GohDHLzKtfoNdL4HNZ/view?usp=drive_link,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Nomor,Nama Lokasi,Koordinat,Gambar ISP,Gambar Tiang Penuh,Joint Box,Link ISP,Link Tiang,Link JB
,,,,,,,,,,,,,1,Kalongan," -7.1346886,110.4373930",1 isp leyangan to jembatan .heic,1 tiang leyangan to jembatan .heic,1 jb leyangan to jembatan .heic,https://drive.google.com/file/d/1BENiFUbMucjDhrZW5ae9Q194fh5zthau/view?usp=drive_link,https://drive.google.com/file/d/195t6XOZ15xE79T0cmvmsAu30-9JMxid8/view?usp=drive_link,https://drive.google.com/file/d/1XMqJDaS0MJ30WuAxpmSp2KpwkXLositU/view?usp=drive_link
,,,Nomor,Nama Lokasi,Koordinat,Gambar ISP,Gambar Tiang Penuh,Gambar JB,Link ISP,Link Tiang,Link JB,,2,Pertigaan Kalongan,"-7.1340298,110.4377618",2 isp leyangan to jembatan .heic,2 tiang leyangan to jembatan .heic,-,https://drive.google.com/file/d/1DMtHe4rDZIxlXk1XyB5ishevwwJyfg_K/view?usp=sharing,https://drive.google.com/file/d/1lq7GLExzsqWIWcGsWQ5TnKUzxepFbNpG/view?usp=drive_link,-
,,,1,Depan TB Baja Ringan,"-7.185571,110.427265",-,Tiang 1.jpg,-,-,https://drive.google.com/file/d/1t65-eeQYMiZyLZlx5gW0DaseYXJ3NuHI/view?usp=drive_link,-,,3,Kalongan notaris-ppat,"-7.1326715,110.4383744",3 isp leyangan to jembatan .heic,3 tiang leyangan to jembatan .heic,2 jb leyangan to jembatan .heic,https://drive.google.com/file/d/1nERm5UD6OZErGs2AwBlI9jZx1ee2xPta/view?usp=drive_link,https://drive.google.com/file/d/1cZIywqh7wsgQSEOxLhKDxxUN2Bh5NewA/view?usp=drive_link,https://drive.google.com/file/d/1PsjL_gJQ_UFWyA8zn4yvLL8tojVq6tVQ/view?usp=drive_link
,,,2,Depan TB Brahma,"-7.184334,110.426450",2 isp.jpg,tiang 2.jpg,-,https://drive.google.com/file/d/1UoJTXeV1ZVjAsn2h0mie7f9Ljn5bFoGH/view?usp=drive_link,https://drive.google.com/file/d/1tpSWxkKgwWAmBXKZ9V7m6DCcpmN9xU3I/view?usp=drive_link,-,,,,,,,,,,
,,,3,Depan BNI Karangjati,"-7.183867,110.426129",-,tiang 3.jpg,jb 3.jpg,-,https://drive.google.com/file/d/1sb5J2RD_WpksJdJtW2Jn8TJ2Bq9hyi-B/view?usp=drive_link,https://drive.google.com/file/d/1Vv02oalL4kJWaR2RMsBOrQKNYjfSfcpD/view?usp=drive_link,,,,,,,,,,
,,,4,Depan BPSIP Jateng,"-7.182507,110.425090",-,tiang 4.jpg,jb 4.jpg,-,https://drive.google.com/file/d/1G5lfKK0ADTpRBWm2Gols1A-ZiLKrNgLe/view?usp=drive_link,https://drive.google.com/file/d/12eKLSsyu-AmxdJ7SHOjgsqV8x2Xfr3EN/view?usp=drive_link,,,,,,,,,,
,,,5,Seberang Alfamart Karangjati 2,"-7.181619,110.424337",5 isp.jpg,tiang 5.jpg,jb 5.jpg,https://drive.google.com/file/d/1EMW3OgEkpnV9g91oEceUNAZUlD4X9E6G/view?usp=drive_link,https://drive.google.com/file/d/1SXT96awCwoSCLv7kA57yyi_AHUqT9Ovs/view?usp=drive_link,https://drive.google.com/file/d/1Y--CRkeIQKo51kiIbIakkZXTeK0Asm9w/view?usp=drive_link,,,,,,,,,,
,,,6,Seberang Halte Lemah Abang,"-7.179203,110.421627",-,tiang 6.jpg,-,-,https://drive.google.com/file/d/1bBYOVClMh-op3Vrb3yf2EGCA7ziPTIz5/view?usp=drive_link,-,,,,,,,,,,
,,,7,Depan BPJS Ketenagakerjaan,"-7.178669,110.420817",-,tiang 7.jpg,jb 7.jpg,-,https://drive.google.com/file/d/17e87MGpfuXxD-ZfwbEVNPHfKJepAA8Gh/view?usp=drive_link,https://drive.google.com/file/d/1MwAt49kbB-SC16bBU-qEjvBr9aJ3zRB8/view?usp=drive_link,,,,,,,,,,
,,,8,Seberang CV Jangkar Food,"-7.178167,110.419938",-,tiang 8.jpg,jb 8.jpg,-,https://drive.google.com/file/d/1y3gVv2kIkqNGGrWqdvoZplecXtuAsgPm/view?usp=drive_link,https://drive.google.com/file/d/1TtI87t2Z2KYkzNOQWt91860hTPe7-6RK/view?usp=drive_link,,,,,,,,,,
,,,9,Sebelah Monumen Lemah Abang,"-7.177421,110.418779",-,tiang 9.jpg,-,-,https://drive.google.com/file/d/1yIloXfUpoDxEWXImjU-9nY4R3bgZZHRi/view?usp=drive_link,-,,,,,,,,,,
,,,10,Seberang Tulisan BANDUNGAN,"-7.177227,110.418438",-,tiang 10.jpg,jb 10.jpg,-,https://drive.google.com/file/d/1WAxSCMEVxJB1TyzViPa7wd9ahzDynd3C/view?usp=drive_link,https://drive.google.com/file/d/1zicLNzrPzEyGZzjOonRis_eZp4F3_BRc/view?usp=drive_link,,,,,,,,,,
,,,11,Seberang PT Kepuh Kencana,"-7.176305, 110.4175",-,tiang 11.jpg,jb 11.jpg,-,https://drive.google.com/file/d/1dLCemXkOfIbowMNdy-THwr3bMFDNQjAw/view?usp=drive_link,https://drive.google.com/file/d/14O7w1OEauh_C7ZlZFcNuUnn2beD-eXmS/view?usp=drive_link,,,,,,,,,,
,,,12,Seberang CV Tunggal Jaya Plastik,"-7.175829,110.417122",-,tiang 12.jpg,jb 12.jpg,-,https://drive.google.com/file/d/1mVZYjtoUkX9vmvksD25VtcJ25jSOxVvr/view?usp=drive_link,https://drive.google.com/file/d/1ap-l_UNti8_u-FRF3WjOanbPUJZ7K1eG/view?usp=drive_link,,,,,,,,,,
,,,13,Depan bengkel,"-7.173911,110.416552",-,tiang 13.jpg,-,-,https://drive.google.com/file/d/1R15xyy3nqV7J3fqI6BfHIBIKeEAt870c/view?usp=drive_link,-,,,,,,,,,,
,,,14,Depan Tahubaxo Bu Pudji Wujil,"-7.170710,110.415081",-,tiang 14.jpg,jb 14.jpg,-,https://drive.google.com/file/d/1rueOVQhB6xnsQR73KRhCoa0diR9H4PtQ/view?usp=drive_link,https://drive.google.com/file/d/1xKHEByzSg6nUOJLdDkpixTJhG2pir2lQ/view?usp=drive_link,,,,,,,,,,
